"","nombre","final_family","nusado","n_in_uc","uc"
"41","Ilex microdonta","Aquifoliaceae",129,22,"ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA MANTIQUEIRA,PARQUE ESTADUAL DE CAMPOS DO JORDÃO,ÁREA DE PROTEÇÃO AMBIENTAL DE GUARAQUEÇABA,PARQUE NACIONAL DA SERRA DO ITAJAÍ,PARQUE NACIONAL DE SÃO JOAQUIM,PARQUE NACIONAL DA SERRA GERAL,ÁREA DE PROTEÇÃO AMBIENTAL FERNÃO DIAS,PARQUE ESTADUAL DA SERRA DO MAR,ÁREA DE PROTEÇÃO AMBIENTAL DE CANANÉIA-IGUAPÉ-PERUÍBE"
"42","Ilex psammophila","Aquifoliaceae",77,24,"RESERVA BIOLOGICA DE PEDRA TALHADA,ÁREA DE PROTEÇÃO AMBIENTAL LAGOA ENCANTADA,ÁREA DE PROTEÇÃO AMBIENTAL PONTA DA BALEIA / ABROLHOS,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO BARBADO,ÁREA DE PROTEÇÃO AMBIENTAL BAÍA DE CAMAMU,RESERVA BIOLÓGICA DE UNA,ÁREA DE PROTEÇÃO AMBIENTAL COSTA DE ITACARÉ/ SERRA GRANDE,ÁREA DE PROTEÇÃO AMBIENTAL SANTO ANTÔNIO"
"43","Ilex pseudobuxus","Aquifoliaceae",91,23,"PARQUE ESTADUAL DE CAMPOS DO JORDÃO,PARQUE ESTADUAL DA ILHA DO MEL,ÁREA DE PROTEÇÃO AMBIENTAL DE GUARAQUEÇABA,PARQUE ESTADUAL  DA ILHA DO CARDOSO,ÁREA DE PROTEÇÃO AMBIENTAL DE CANANÉIA-IGUAPÉ-PERUÍBE,PARQUE ESTADUAL DA SERRA DO MAR,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO BARBADO,PARQUE ESTADUAL GRÃO MOGOL,PARQUE ESTADUAL BIRIBIRI,ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DA ESCARPA DEVONIANA,PARQUE ESTADUAL DA SERRA DO TABULEIRO"
"44","Ilex taubertiana","Aquifoliaceae",67,22,"PARQUE ESTADUAL DE CAMPOS DO JORDÃO,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA MANTIQUEIRA,ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DA ESCARPA DEVONIANA,ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA,ÁREA DE PROTEÇÃO AMBIENTAL DE GUARAQUEÇABA,PARQUE ESTADUAL DE CAMPINHOS,ÁREA DE PROTEÇÃO AMBIENTAL FERNÃO DIAS"
"45","Dendropanax australis","Araliaceae",69,8,"PARQUE ESTADUAL DA SERRA DO TABULEIRO,PARQUE NACIONAL DA SERRA DO ITAJAÍ,PARQUE ESTADUAL CARLOS BOTELHO,ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA"
"46","Dendropanax monogynus","Araliaceae",58,10,"PARQUE ESTADUAL DA SERRA DO MAR,ESTAÇÃO ECOLÓGICA ITABERÁ,ÁREA DE PROTEÇÃO AMBIENTAL DE CAIRUÇU,ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS"
"47","Schefflera angustissima","Araliaceae",170,35,"RESERVA BIOLÓGICA DO TINGUÁ,ÁREA DE PROTEÇÃO AMBIENTAL DE GUARAQUEÇABA,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO DOS FRADES,PARQUE ESTADUAL  DA ILHA DO CARDOSO,PARQUE NACIONAL DA SERRA DO ITAJAÍ,PARQUE ESTADUAL DA SERRA DO MAR,PARQUE ESTADUAL DA SERRA FURADA,ÁREA DE PROTEÇÃO AMBIENTAL DE CANANÉIA-IGUAPÉ-PERUÍBE,PARQUE NACIONAL DE SÃO JOAQUIM,PARQUE NACIONAL DA SERRA DOS ORGÃOS,PARQUE ESTADUAL DO JARAGUÁ,PARQUE NACIONAL DA SERRA DA BOCAINA,ÁREA DE PROTEÇÃO AMBIENTAL DE PETRÓPOLIS,PARQUE ESTADUAL TURÍSTICO DO ALTO DO RIBEIRA,ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DA ESCARPA DEVONIANA"
"48","Schefflera macrocarpa","Araliaceae",466,121,"PARQUE NACIONAL DA CHAPADA DIAMANTINA,ÁREA DE PROTEÇÃO AMBIENTAL DO PLANALTO CENTRAL,ÁREA DE PROTEÇÃO AMBIENTAL POUSO ALTO,ÁREA DE PROTEÇÃO AMBIENTAL MORRO DA PEDREIRA,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO BARBADO,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO BARTOLOMEU,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO DESCOBERTO,PARQUE NACIONAL DA CHAPADA DOS VEADEIROS,ÁREA DE PROTEÇÃO AMBIENTAL SERRA SÃO JOSÉ,PARQUE ESTADUAL DO ITACOLOMI,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO LAJEADO,PARQUE NACIONAL DA CHAPADA DAS MESAS,ÁREA DE PROTEÇÃO AMBIENTAL CARSTE DA LAGOA SANTA,PARQUE ESTADUAL DAS SETE PASSAGENS,PARQUE ESTADUAL DAS FURNAS DO BOM JESUS,ÁREA DE PROTEÇÃO AMBIENTAL MARIMBUS / IRAQUARA,ÁREA DE PROTEÇÃO AMBIENTAL DAS NASCENTES DO RIO VERMELHO,PARQUE NACIONAL DA SERRA DA CANASTRA,PARQUE ESTADUAL RIO PRETO,ÁREA DE PROTEÇÃO AMBIENTAL DO SALTO MAGESSI,PARQUE ESTADUAL SERRA DO BRIGADEIRO,PARQUE ESTADUAL GRÃO MOGOL,FLORESTA NACIONAL DE BRASÍLIA,PARQUE NACIONAL DE BRASÍLIA,ÁREA DE RELEVANTE INTERESSE ECOLÓGICA CAPETINGA/TAQUARA,ÁREA DE PROTEÇÃO AMBIENTAL DA CHAPADA DOS GUIMARÃES"
"49","Schefflera vinosa","Araliaceae",415,72,"ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DA ESCARPA DEVONIANA,PARQUE ESTADUAL DO MORRO DO CHAPÉU,PARQUE ESTADUAL DAS NASCENTES DO RIO TAQUARI,ÁREA DE PROTEÇÃO AMBIENTAL MORRO DA PEDREIRA,PARQUE ESTADUAL DE PORTO FERREIRA,ÁREA DE PROTEÇÃO AMBIENTAL MARIMBUS / IRAQUARA,ÁREA DE PROTEÇÃO AMBIENTAL CAVERNAS DO PERUAÇU,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO BARBADO,PARQUE NACIONAL DAS SEMPRE VIVAS,PARQUE NACIONAL DA CHAPADA DIAMANTINA,PARQUE ESTADUAL DE VASSUNUNGA,PARQUE ESTADUAL BIRIBIRI,PARQUE NACIONAL GRANDE SERTÃO VEREDAS,ÁREA DE PROTEÇÃO AMBIENTAL DA CHAPADA DOS GUIMARÃES,ÁREA DE PROTEÇÃO AMBIENTAL DO SALTO MAGESSI,ÁREA DE PROTEÇÃO AMBIENTAL FERNÃO DIAS,ÁREA DE PROTEÇÃO AMBIENTAL COSTA DE ITACARÉ/ SERRA GRANDE,ÁREA DE PROTEÇÃO AMBIENTAL BACIA DO RIO DE JANEIRO,ÁREA DE PROTEÇÃO AMBIENTAL ÁGUAS VERTENTES"
"50","Allagoptera caudescens","Arecaceae",82,8,"FLORESTA NACIONAL DE RIO PRETO,ÁREA DE PROTEÇÃO AMBIENTAL BAÍA DE TODOS OS SANTOS,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO JOÃO - MICO LEÃO,ÁREA DE PROTEÇÃO AMBIENTAL CAMINHOS ECOLÓGICOS DA BOA ESPERANÇA,RESERVA BIOLÓGICA DO CÓRREGO GRANDE,ÁREA DE PROTEÇÃO AMBIENTAL LAGOA ENCANTADA,PARQUE NACIONAL DO MONTE PASCOAL"
"51","Bactris setosa","Arecaceae",153,21,"PARQUE ESTADUAL DA SERRA FURADA,RESERVA BIOLÓGICA DO TINGUÁ,PARQUE ESTADUAL PAULO CÉSAR VINHA,FLORESTA NACIONAL DE PACOTUBA,ÁREA DE PROTEÇÃO AMBIENTAL DE CAIRUÇU,ÁREA DE PROTEÇÃO AMBIENTAL DE CANANÉIA-IGUAPÉ-PERUÍBE,ÁREA DE PROTEÇÃO AMBIENTAL LAGOA ENCANTADA,PARQUE ESTADUAL DA SERRA DO MAR,PARQUE NACIONAL DA SERRA DO ITAJAÍ,ÁREA DE PROTEÇÃO AMBIENTAL DE GUARAQUEÇABA,RESERVA BIOLÓGICA AUGUSTO RUSCHI,PARQUE NACIONAL RESTINGA DE JURUBATIBA,RESERVA BIOLÓGICA DE UNA,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO JOÃO - MICO LEÃO,RESERVA BIOLÓGICA DO CÓRREGO GRANDE,ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DA ESCARPA DEVONIANA"
"52","Copernicia prunifera","Arecaceae",61,5,"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA IBIAPABA,ÁREA DE PROTEÇÃO AMBIENTAL DO LAGAMAR DO CAUIPE"
"53","Geonoma elegans","Arecaceae",300,51,"PARQUE ESTADUAL DA SERRA FURADA,ÁREA DE PROTEÇÃO AMBIENTAL DE GUARAQUEÇABA,ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA,PARQUE ESTADUAL DA SERRA DO MAR,ÁREA DE PROTEÇÃO AMBIENTAL DE CANANÉIA-IGUAPÉ-PERUÍBE,ÁREA DE PROTEÇÃO AMBIENTAL LAGOA ENCANTADA,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO JOÃO - MICO LEÃO,PARQUE NACIONAL DE SÃO JOAQUIM,PARQUE NACIONAL DE APARADOS DA SERRA,PARQUE ESTADUAL DA SERRA DO TABULEIRO,PARQUE NACIONAL DA SERRA DO ITAJAÍ,RESERVA BIOLÓGICA DO CÓRREGO DO VEADO,PARQUE ESTADUAL  DA ILHA DO CARDOSO,RESERVA BIOLÓGICA AUGUSTO RUSCHI,RESERVA BIOLÓGICA DO TINGUÁ,ESTAÇÃO ECOLÓGICA CHAÚAS,ÁREA DE PROTEÇÃO AMBIENTAL DE CAIRUÇU,RESERVA BIOLÓGICA DO CÓRREGO GRANDE,ÁREA DE PROTEÇÃO AMBIENTAL DE MANGARATIBA,ÁREA DE PROTEÇÃO AMBIENTAL DE PETRÓPOLIS"
"54","Syagrus coronata","Arecaceae",137,9,"ÁREA DE PROTEÇÃO AMBIENTAL BAÍA DE TODOS OS SANTOS,ÁREA DE PROTEÇÃO AMBIENTAL CHAPADA DO ARARIPE,PARQUE NACIONAL DO CATIMBAU,ESTAÇÃO ECOLÓGICA RASO DA CATARINA,ÁREA DE RELEVANTE INTERESSE ECOLÓGICO SERRA DO OROBÓ"
"55","Syagrus vagans","Arecaceae",44,0,NA
"56","Acritopappus confertus","Asteraceae",325,74,"PARQUE ESTADUAL DO MORRO DO CHAPÉU,PARQUE NACIONAL DA CHAPADA DIAMANTINA,ÁREA DE PROTEÇÃO AMBIENTAL CHAPADA DO ARARIPE,PARQUE NACIONAL DA SERRA DE ITABAIANA,MONUMENTO NATURAL CACHOEIRA DO FERRO DOIDO,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO BARBADO,ÁREA DE RELEVANTE INTERESSE ECOLÓGICO SERRA DO OROBÓ,ÁREA DE PROTEÇÃO AMBIENTAL POUSO ALTO,ÁREA DE PROTEÇÃO AMBIENTAL MARIMBUS / IRAQUARA,ÁREA DE PROTEÇÃO AMBIENTAL BAÍA DE TODOS OS SANTOS"
"57","Acritopappus heterolepis","Asteraceae",126,69,"PARQUE NACIONAL DA CHAPADA DIAMANTINA,ÁREA DE PROTEÇÃO AMBIENTAL MARIMBUS / IRAQUARA,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO BARBADO,ÁREA DE RELEVANTE INTERESSE ECOLÓGICO NASCENTE DO RIO DE CONTAS"
"58","Baccharis oreophila","Asteraceae",45,14,"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA MANTIQUEIRA,PARQUE ESTADUAL DA SERRA DO MAR,PARQUE NACIONAL DE CAPARAO,ÁREA DE PROTEÇÃO AMBIENTAL FERNÃO DIAS,PARQUE ESTADUAL SERRA DO BRIGADEIRO"
"59","Critoniopsis quinqueflora","Asteraceae",149,41,"PARQUE ESTADUAL DA SERRA DO TABULEIRO,PARQUE NACIONAL DA SERRA DO ITAJAÍ,ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA,ÁREA DE PROTEÇÃO AMBIENTAL DE GUARAQUEÇABA,PARQUE ESTADUAL DA SERRA DO MAR,PARQUE ESTADUAL TURÍSTICO DO ALTO DO RIBEIRA,ÁREA DE PROTEÇÃO AMBIENTAL DO PLANALTO CENTRAL"
"60","Dasyphyllum spinescens","Asteraceae",66,18,"PARQUE ESTADUAL DE CAMPOS DO JORDÃO,ÁREA DE PROTEÇÃO AMBIENTAL DE GUARAQUEÇABA,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA MANTIQUEIRA,PARQUE NACIONAL DA SERRA DA BOCAINA,FLORESTA NACIONAL DE SÃO FRANCISCO DE PAULA,PARQUE NACIONAL DA SERRA DOS ORGÃOS,ÁREA DE PROTEÇÃO AMBIENTAL FERNÃO DIAS,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO JOÃO - MICO LEÃO,PARQUE ESTADUAL DA SERRA DO MAR"
"61","Eremanthus elaeagnus","Asteraceae",42,19,"PARQUE NACIONAL DA SERRA DA CANASTRA,PARQUE NACIONAL DAS SEMPRE VIVAS,ÁREA DE PROTEÇÃO AMBIENTAL MORRO DA PEDREIRA,PARQUE ESTADUAL RIO PRETO,ÁREA DE PROTEÇÃO AMBIENTAL ÁGUAS VERTENTES,PARQUE ESTADUAL BIRIBIRI"
"62","Eremanthus erythropappus","Asteraceae",216,80,"PARQUE ESTADUAL DO ITACOLOMI,PARQUE NACIONAL DA TIJUCA,PARQUE NACIONAL DE CAPARAO,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA MANTIQUEIRA,ÁREA DE PROTEÇÃO AMBIENTAL DE MACAÉ DE CIMA,PARQUE NACIONAL DAS SEMPRE VIVAS,PARQUE ESTADUAL RIO PRETO,ÁREA DE PROTEÇÃO AMBIENTAL ÁGUAS VERTENTES,ÁREA DE PROTEÇÃO AMBIENTAL CACHOEIRA DAS ANDORINHAS,PARQUE NACIONAL DA SERRA DA CANASTRA,PARQUE ESTADUAL BIRIBIRI,ÁREA DE PROTEÇÃO AMBIENTAL MORRO DA PEDREIRA,PARQUE NACIONAL DA CHAPADA DIAMANTINA,RESERVA BIOLÓGICA DE SOORETAMA,PARQUE ESTADUAL DE CAMPOS DO JORDÃO,ESTAÇÃO ECOLÓGICA BANANAL,ÁREA DE PROTEÇÃO AMBIENTAL DE PETRÓPOLIS,PARQUE ESTADUAL DA CANTAREIRA,ÁREA DE PROTEÇÃO AMBIENTAL CARSTE DA LAGOA SANTA,PARQUE NACIONAL DA SERRA DA BOCAINA,ÁREA DE PROTEÇÃO AMBIENTAL CHAPADA DO ARARIPE,PARQUE NACIONAL DA SERRA DOS ORGÃOS,RESERVA BIOLÓGICA AUGUSTO RUSCHI,PARQUE ESTADUAL DA SERRA DO MAR,PARQUE ESTADUAL DAS SETE PASSAGENS,ÁREA DE PROTEÇÃO AMBIENTAL BAÍA DE TODOS OS SANTOS"
"63","Eremanthus glomerulatus","Asteraceae",253,74,"ESTACAO ECOLOGICA SERRA GERAL DO TOCANTINS,PARQUE NACIONAL GRANDE SERTÃO VEREDAS,PARQUE NACIONAL DAS SEMPRE VIVAS,ÁREA DE PROTEÇÃO AMBIENTAL ÁGUAS VERTENTES,PARQUE ESTADUAL GRÃO MOGOL,PARQUE ESTADUAL RIO PRETO,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA MANTIQUEIRA,ÁREA DE PROTEÇÃO AMBIENTAL DO PLANALTO CENTRAL,ÁREA DE PROTEÇÃO AMBIENTAL MORRO DA PEDREIRA,PARQUE NACIONAL DE BRASÍLIA,ÁREA DE PROTEÇÃO AMBIENTAL CACHOEIRA DAS ANDORINHAS,PARQUE NACIONAL DE CAPARAO,MONUMENTO NATURAL CACHOEIRA DO FERRO DOIDO,PARQUE ESTADUAL DO MORRO DO CHAPÉU,PARQUE ESTADUAL SERRA DO ROLA MOÇA,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO BARBADO,PARQUE NACIONAL DA CHAPADA DOS VEADEIROS,ÁREA DE RELEVANTE INTERESSE ECOLÓGICA CAPETINGA/TAQUARA,ÁREA DE PROTEÇÃO AMBIENTAL POUSO ALTO"
"64","Eremanthus goyazensis","Asteraceae",155,54,"ÁREA DE PROTEÇÃO AMBIENTAL DO PLANALTO CENTRAL,PARQUE NACIONAL DE BRASÍLIA,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO BARTOLOMEU,ÁREA DE PROTEÇÃO AMBIENTAL POUSO ALTO,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO DESCOBERTO,PARQUE NACIONAL DA CHAPADA DOS VEADEIROS,PARQUE NACIONAL GRANDE SERTÃO VEREDAS"
"65","Eremanthus incanus","Asteraceae",145,38,"PARQUE ESTADUAL BIRIBIRI,PARQUE NACIONAL DAS SEMPRE VIVAS,ÁREA DE PROTEÇÃO AMBIENTAL ÁGUAS VERTENTES,PARQUE ESTADUAL GRÃO MOGOL,PARQUE ESTADUAL RIO PRETO,ÁREA DE PROTEÇÃO AMBIENTAL MORRO DA PEDREIRA,PARQUE ESTADUAL DO ITACOLOMI,PARQUE ESTADUAL SERRA DO ROLA MOÇA,ÁREA DE PROTEÇÃO AMBIENTAL CACHOEIRA DAS ANDORINHAS,PARQUE ESTADUAL DAS SETE PASSAGENS,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO BARBADO,PARQUE NACIONAL DA CHAPADA DOS VEADEIROS"
"66","Lychnophora salicifolia","Asteraceae",249,91,"ÁREA DE PROTEÇÃO AMBIENTAL MARIMBUS / IRAQUARA,ÁREA DE PROTEÇÃO AMBIENTAL DO PLANALTO CENTRAL,ÁREA DE PROTEÇÃO AMBIENTAL ÁGUAS VERTENTES,ÁREA DE PROTEÇÃO AMBIENTAL POUSO ALTO,PARQUE NACIONAL DA CHAPADA DOS VEADEIROS,ÁREA DE PROTEÇÃO AMBIENTAL MORRO DA PEDREIRA,PARQUE ESTADUAL RIO PRETO,PARQUE NACIONAL DA CHAPADA DIAMANTINA,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO BARBADO,PARQUE NACIONAL DE BRASÍLIA,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO DESCOBERTO,ÁREA DE PROTEÇÃO AMBIENTAL CARSTE DA LAGOA SANTA"
"67","Piptocarpha macropoda","Asteraceae",244,76,"RESERVA BIOLÓGICA DO TINGUÁ,ÁREA DE PROTEÇÃO AMBIENTAL DE MACAÉ DE CIMA,ÁREA DE PROTEÇÃO AMBIENTAL CARSTE DA LAGOA SANTA,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA MANTIQUEIRA,ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DA ESCARPA DEVONIANA,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO DESCOBERTO,ÁREA DE PROTEÇÃO AMBIENTAL DO PLANALTO CENTRAL,PARQUE ESTADUAL DA SERRA DO TABULEIRO,PARQUE ESTADUAL TURÍSTICO DO ALTO DO RIBEIRA,PARQUE ESTADUAL DA CANTAREIRA,ESTAÇÃO ECOLÓGICA BANANAL,PARQUE ESTADUAL DO RIO DOCE,PARQUE ESTADUAL DO JARAGUÁ,PARQUE NACIONAL DE BRASÍLIA,PARQUE ESTADUAL DA SERRA DO MAR,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO JOÃO - MICO LEÃO,ÁREA DE PROTEÇÃO AMBIENTAL FERNÃO DIAS,ÁREA DE PROTEÇÃO AMBIENTAL POUSO ALTO,PARQUE NACIONAL DA TIJUCA,ÁREA DE PROTEÇÃO AMBIENTAL MORRO DA PEDREIRA,RESERVA BIOLÓGICA DE POÇO DAS ANTAS,PARQUE ESTADUAL SERRA DO BRIGADEIRO,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO BARTOLOMEU,ÁREA DE PROTEÇÃO AMBIENTAL SANTO ANTÔNIO,ÁREA DE PROTEÇÃO AMBIENTAL DE PETRÓPOLIS"
"68","Piptocarpha regnellii","Asteraceae",109,27,"PARQUE NACIONAL DA SERRA DO ITAJAÍ,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA MANTIQUEIRA,ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA,ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DA ESCARPA DEVONIANA,PARQUE NACIONAL DOS CAMPOS GERAIS,ÁREA DE PROTEÇÃO AMBIENTAL FERNÃO DIAS,PARQUE NACIONAL DA SERRA DA BOCAINA"
"69","Stifftia chrysantha","Asteraceae",57,14,"RESERVA BIOLÓGICA DO TINGUÁ,ÁREA DE PROTEÇÃO AMBIENTAL DE PETRÓPOLIS,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO JOÃO - MICO LEÃO,PARQUE NACIONAL DA TIJUCA"
"70","Vernonanthura discolor","Asteraceae",261,51,"PARQUE ESTADUAL DA SERRA FURADA,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO JOÃO - MICO LEÃO,ÁREA DE PROTEÇÃO AMBIENTAL DE MACAÉ DE CIMA,RESERVA BIOLÓGICA DO TINGUÁ,PARQUE ESTADUAL DO ITACOLOMI,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA MANTIQUEIRA,PARQUE NACIONAL DA SERRA DO ITAJAÍ,ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DA ESCARPA DEVONIANA,PARQUE ESTADUAL DA SERRA DO TABULEIRO,ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA,PARQUE NACIONAL DE SÃO JOAQUIM,PARQUE ESTADUAL DA SERRA DO MAR,ESTAÇÃO ECOLÓGICA BANANAL,RESERVA BIOLÓGICA AUGUSTO RUSCHI,ÁREA DE PROTEÇÃO AMBIENTAL LAGOA ENCANTADA,PARQUE NACIONAL DE CAPARAO,PARQUE ESTADUAL SERRA DO BRIGADEIRO,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO MACACU,PARQUE NACIONAL DA TIJUCA"
"71","Vernonanthura divaricata","Asteraceae",249,55,"PARQUE NACIONAL DO IGUAÇU,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA MANTIQUEIRA,PARQUE NACIONAL DA SERRA DA BOCAINA,FLORESTA NACIONAL DE RIO PRETO,ÁREA DE PROTEÇÃO AMBIENTAL COSTA DE ITACARÉ/ SERRA GRANDE,PARQUE NACIONAL PAU BRASIL,PARQUE ESTADUAL DA CANTAREIRA,ÁREA DE PROTEÇÃO AMBIENTAL MORRO DA PEDREIRA,ESTAÇÃO ECOLÓGICA BANANAL,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO MACACU,PARQUE ESTADUAL TURÍSTICO DO ALTO DO RIBEIRA,PARQUE NACIONAL DO DESCOBRIMENTO,ESTAÇÃO ECOLÓGICA ITABERÁ,PARQUE NACIONAL DA SERRA DOS ORGÃOS,PARQUE ESTADUAL DO JARAGUÁ,PARQUE NACIONAL DA SERRA DO ITAJAÍ,PARQUE ESTADUAL DO RIO DOCE,RESERVA BIOLÓGICA AUGUSTO RUSCHI,ÁREA DE PROTEÇÃO AMBIENTAL FERNÃO DIAS,RESERVA BIOLÓGICA DE UNA,ÁREA DE RELEVANTE INTERESSE ECOLÓGICA MATA DE SANTA GENEBRA,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO JOÃO - MICO LEÃO,PARQUE ESTADUAL DO MORRO DO DIABO,ÁREA DE PROTEÇÃO AMBIENTAL BAÍA DE CAMAMU,PARQUE NACIONAL DA TIJUCA,PARQUE ESTADUAL DA SERRA DO TABULEIRO"
"72","Vernonanthura petiolaris","Asteraceae",88,33,"ÁREA DE PROTEÇÃO AMBIENTAL DE MACAÉ DE CIMA,ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DA SERRA DA ESPERANÇA,RESERVA BIOLÓGICA DAS PEROBAS,PARQUE NACIONAL DA SERRA DO ITAJAÍ,PARQUE ESTADUAL DO JARAGUÁ,ÁREA DE PROTEÇÃO AMBIENTAL ÁGUAS VERTENTES,PARQUE ESTADUAL DA SERRA DO MAR,RESERVA BIOLÓGICA DE POÇO DAS ANTAS,PARQUE ESTADUAL DA CANTAREIRA,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA MANTIQUEIRA,ÁREA DE PROTEÇÃO AMBIENTAL DE PETRÓPOLIS,RESERVA BIOLÓGICA AUGUSTO RUSCHI,ÁREA DE PROTEÇÃO AMBIENTAL FERNÃO DIAS,PARQUE ESTADUAL SERRA DO BRIGADEIRO,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO JOÃO - MICO LEÃO,PARQUE ESTADUAL DO MORRO DO DIABO,PARQUE ESTADUAL DO RIO DOCE"
"73","Wunderlichia mirabilis","Asteraceae",124,35,"ÁREA DE PROTEÇÃO AMBIENTAL MORRO DA PEDREIRA,PARQUE ESTADUAL RIO PRETO,ÁREA DE PROTEÇÃO AMBIENTAL DO PLANALTO CENTRAL,PARQUE ESTADUAL BIRIBIRI,PARQUE ESTADUAL GRÃO MOGOL,ÁREA DE PROTEÇÃO AMBIENTAL ÁGUAS VERTENTES,ÁREA DE PROTEÇÃO AMBIENTAL POUSO ALTO,PARQUE NACIONAL DA CHAPADA DOS VEADEIROS"
"74","Handroanthus umbellatus","Bignoniaceae",99,22,"ÁREA DE PROTEÇÃO AMBIENTAL DO PLANALTO CENTRAL,MONUMENTO NATURAL DOS PONTÕES CAPIXABAS,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO JOÃO - MICO LEÃO,RESERVA BIOLÓGICA AUGUSTO RUSCHI,ÁREA DE PROTEÇÃO AMBIENTAL LAGOA ENCANTADA,RESERVA BIOLÓGICA DO TINGUÁ,PARQUE ESTADUAL DA SERRA DO MAR,ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DA ESCARPA DEVONIANA"
"75","Jacaranda brasiliana","Bignoniaceae",266,18,"ÁREA DE PROTEÇÃO AMBIENTAL CHAPADA DO ARARIPE,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA IBIAPABA,ÁREA DE PROTEÇÃO AMBIENTAL DO PLANALTO CENTRAL,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA MANTIQUEIRA,ÁREA DE PROTEÇÃO AMBIENTAL POUSO ALTO,FLORESTA NACIONAL DA MATA GRANDE,PARQUE NACIONAL DE SETE CIDADES,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO LAJEADO,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO BARTOLOMEU"
